upper,COUNTY,INDEXYEAR,LOCATION,POPULATION,TOTAL,RATE,VTOTAL,VRATE,MURDER,RAPE,ROBBERY,ASSAULT,PTOTAL,PRATE,ARSON,BURGLARY,THEFT,MVTHEFT
KING,King,2002,Duvall Police Department,5190,45,8.7,2,0.4,0,0,0,2,43,8,0,5,35,3
KING,King,2003,Duvall Police Department,5460,60,11,5,0.9,0,0,0,5,55,10,1,10,36,8
KING,King,2004,Duvall Police Department,5545,29,5.2,4,0.7,0,1,0,3,25,5,0,6,13,6
KING,King,2005,Duvall Police Department,5595,52,9.3,5,0.9,0,0,2,3,47,8,0,9,34,4
KING,King,2006,Duvall Police Department,5735,38,6.6,0,0,0,0,0,0,38,7,0,11,22,5
KING,King,2007,Duvall Police Department,5845,34,5.8,1,0.2,0,0,0,1,33,6,0,8,24,1
KING,King,2008,Duvall Police Department,5925,34,5.7,0,0,0,0,0,0,34,6,1,6,27,0
KING,King,2009,Duvall Police Department,5980,53,8.9,3,0.5,0,3,0,0,50,8,0,15,35,0
KING,King,2010,Duvall Police Department,5990,41,6.8,3,0.5,0,2,1,0,38,6,0,8,30,0
KING,King,2011,Duvall Police Department,6715,43,6.4,0,0,0,0,0,0,43,6,0,9,33,1
KING,King,1994,Enumclaw Police Department,9670,560,57.9,23,2.4,0,0,2,21,537,56,3,85,426,23
KING,King,1995,Enumclaw Police Department,10170,535,52.6,33,3.2,0,1,0,32,502,49,7,59,401,35
KING,King,1996,Enumclaw Police Department,10260,429,41.8,16,1.6,0,7,1,8,413,40,2,44,344,23
KING,King,1997,Enumclaw Police Department,10484,450,42.9,20,1.9,0,5,4,11,430,41,4,63,335,28
KING,King,1998,Enumclaw Police Department,10550,402,38.1,12,1.1,0,4,4,4,390,37,0,45,317,28
KING,King,1999,Enumclaw Police Department,10740,464,43.2,9,0.8,0,1,1,7,455,42,7,57,346,45
KING,King,2000,Enumclaw Police Department,10760,354,32.9,13,1.2,0,2,2,9,341,32,2,34,239,66
KING,King,2001,Enumclaw Police Department,11180,149,13.3,2,0.2,0,1,0,1,147,13,0,26,77,44
KING,King,2002,Enumclaw Police Department,11195,336,30,24,2.1,0,1,6,17,312,28,1,34,220,57
KING,King,2003,Enumclaw Police Department,11140,427,38.3,22,2,0,4,0,18,405,36,7,36,289,73
KING,King,2004,Enumclaw Police Department,11160,483,43.3,19,1.7,0,4,1,14,464,42,1,57,301,105
KING,King,2005,Enumclaw Police Department,11190,407,36.4,8,0.7,0,4,3,1,399,36,5,69,252,73
KING,King,2006,Enumclaw Police Department,11220,345,30.7,5,0.4,0,4,0,1,340,30,14,50,219,57
KING,King,2007,Enumclaw Police Department,11320,308,27.2,7,0.6,0,0,2,5,301,27,16,41,208,36
KING,King,2008,Enumclaw Police Department,11470,278,24.2,2,0.2,0,0,1,1,276,24,2,39,210,25
KING,King,2009,Enumclaw Police Department,11460,278,24.3,9,0.8,0,2,1,6,269,24,2,42,213,12
KING,King,2010,Enumclaw Police Department,11490,304,26.5,6,0.5,0,2,2,2,298,26,1,49,224,24
KING,King,2011,Enumclaw Police Department,10920,296,27.1,15,1.4,1,5,2,7,281,26,2,55,204,20
KING,King,1994,Federal Way Police Department,73500,5798,78.9,394,5.4,1,90,141,162,5404,74,32,857,3793,722
KING,King,1995,Federal Way Police Department,74290,6469,87.1,414,5.6,3,71,173,167,6055,82,38,878,4296,843
KING,King,1996,Federal Way Police Department,75240,6307,83.8,427,5.7,3,70,182,172,5880,78,35,960,4086,799
KING,King,1997,Federal Way Police Department,75960,5626,74.1,323,4.3,2,39,154,128,5303,70,21,644,3899,739
KING,King,1998,Federal Way Police Department,76820,5212,67.8,372,4.8,2,58,153,159,4840,63,38,648,3393,761
KING,King,1999,Federal Way Police Department,76910,4854,63.1,339,4.4,4,53,115,167,4515,59,37,573,3097,808
KING,King,2000,Federal Way Police Department,77010,4825,62.7,335,4.4,6,43,128,158,4490,58,36,533,3072,849
KING,King,2001,Federal Way Police Department,83890,5555,66.2,319,3.8,4,49,125,141,5236,62,18,522,3516,1180
KING,King,2002,Federal Way Police Department,83850,5524,65.9,266,3.2,4,34,108,120,5258,63,28,677,3347,1206
KING,King,2003,Federal Way Police Department,83500,5332,63.9,297,3.6,2,50,125,120,5035,60,14,672,3145,1204
KING,King,2004,Federal Way Police Department,83590,5439,65.1,280,3.3,0,50,121,109,5159,62,25,759,3257,1118
KING,King,2005,Federal Way Police Department,85800,6499,75.7,315,3.7,6,55,153,101,6184,72,25,800,3786,1573
KING,King,2006,Federal Way Police Department,86530,5538,64,330,3.8,1,64,146,119,5208,60,26,753,3230,1199
KING,King,2007,Federal Way Police Department,87390,5143,58.9,287,3.3,3,48,129,107,4856,56,19,739,3159,939
KING,King,2008,Federal Way Police Department,88040,4885,55.5,323,3.7,8,30,170,115,4562,52,13,800,2933,816
KING,King,2009,Federal Way Police Department,88580,4915,55.5,369,4.2,5,51,198,115,4546,51,13,741,3231,561
KING,King,2010,Federal Way Police Department,88760,5046,56.8,325,3.7,5,50,152,118,4721,53,11,828,3141,741
KING,King,2011,Federal Way Police Department,89370,4509,50.5,245,2.7,3,35,111,96,4264,48,11,700,2884,669
KING,King,1994,Issaquah Police Department,8420,598,71,20,2.4,0,4,11,5,578,69,5,71,474,28
KING,King,1995,Issaquah Police Department,9025,712,78.9,13,1.4,0,4,3,6,699,78,8,103,550,38
KING,King,1996,Issaquah Police Department,9255,702,75.9,16,1.7,0,5,6,5,686,74,6,76,569,35
KING,King,1997,Issaquah Police Department,9610,816,84.9,17,1.8,0,1,5,11,799,83,5,92,650,52
KING,King,1998,Issaquah Police Department,9900,802,81,29,2.9,1,4,15,9,773,78,1,89,588,95
KING,King,1999,Issaquah Police Department,10130,672,66.3,14,1.4,0,3,4,7,658,65,0,80,502,76
KING,King,2000,Issaquah Police Department,10260,792,77.2,16,1.6,0,5,6,5,776,76,4,117,547,108
KING,King,2001,Issaquah Police Department,12950,741,57.2,11,0.8,0,0,8,3,730,56,5,85,553,87
KING,King,2002,Issaquah Police Department,13790,750,54.4,16,1.2,1,5,6,4,734,53,4,91,567,72
KING,King,2003,Issaquah Police Department,15110,861,57,22,1.5,0,3,15,4,839,56,7,116,603,113
KING,King,2004,Issaquah Police Department,15510,936,60.3,22,1.4,0,5,9,8,914,59,0,117,651,146
KING,King,2005,Issaquah Police Department,17060,1106,64.8,12,0.7,0,2,2,8,1094,64,2,143,767,182
KING,King,2006,Issaquah Police Department,19570,919,47,8,0.4,0,0,3,5,911,47,4,137,652,118
KING,King,2007,Issaquah Police Department,24710,873,35.3,9,0.4,0,0,5,4,864,35,0,77,686,101
KING,King,2008,Issaquah Police Department,26320,834,31.7,17,0.6,1,1,6,9,817,31,3,103,638,73
KING,King,2009,Issaquah Police Department,26890,653,24.3,19,0.7,0,4,9,6,634,24,1,51,531,51
KING,King,2010,Issaquah Police Department,27160,766,28.2,29,1.1,0,6,5,18,737,27,5,101,580,51
KING,King,2011,Issaquah Police Department,30690,760,24.8,24,0.8,0,4,7,13,736,24,4,121,577,34
KING,King,1998,Kenmore Police Department,16874,161,9.5,10,0.6,0,0,5,5,151,9,2,37,102,10
KING,King,1999,Kenmore Police Department,17168,523,30.5,26,1.5,0,7,5,14,497,29,13,96,335,53
KING,King,2000,Kenmore Police Department,16890,486,28.8,37,2.2,0,11,15,11,449,27,11,113,280,45
KING,King,2001,Kenmore Police Department,18790,560,29.8,41,2.2,0,14,6,21,519,28,5,114,340,60
KING,King,2002,Kenmore Police Department,19180,523,27.3,21,1.1,0,6,3,12,502,26,10,114,324,54
KING,King,2003,Kenmore Police Department,19200,473,24.6,31,1.6,0,10,10,11,442,23,2,101,270,69
KING,King,2004,Kenmore Police Department,19170,579,30.2,32,1.7,2,7,7,16,547,29,4,134,334,75
KING,King,2005,Kenmore Police Department,19290,627,32.5,23,1.2,1,4,6,12,604,31,10,153,359,82
KING,King,2006,Kenmore Police Department,19680,625,31.8,33,1.7,0,6,14,13,592,30,12,176,334,70
KING,King,2007,Kenmore Police Department,19940,481,24.1,30,1.5,0,6,12,12,451,23,3,101,298,49
KING,King,2008,Kenmore Police Department,20220,360,17.8,38,1.9,1,7,8,22,322,16,3,89,203,27
KING,King,2009,Kenmore Police Department,20450,431,21.1,22,1.1,0,1,3,18,409,20,5,131,229,44
KING,King,2010,Kenmore Police Department,20650,402,19.5,28,1.4,0,8,2,18,374,18,7,112,213,42
KING,King,2011,Kenmore Police Department,20780,364,17.5,23,1.1,0,4,5,14,341,16,3,94,233,11
KING,King,2012,Kenmore Police Department,21020,375,17.8,17,0.8,0,3,4,10,358,17,1,117,211,29
KING,King,2013,Kenmore Police Department,21170,336,15.9,14,0.7,0,5,2,7,322,15,2,122,172,26
KING,King,2014,Kenmore Police Department,21370,321,15,19,0.9,0,4,4,11,302,14,0,92,177,33
KING,King,2015,Kenmore Police Department,21500,347,16.1,14,0.7,0,9,3,2,333,16,6,92,202,33
KING,King,1994,Kent Police Department,41880,4370,104.3,282,6.7,3,38,118,123,4088,98,58,819,2679,532
KING,King,1995,Kent Police Department,44620,4805,107.7,270,6.1,1,39,146,84,4535,102,33,730,3075,697
KING,King,1996,Kent Police Department,60380,5704,94.5,291,4.8,2,34,141,114,5413,90,56,1106,3500,751
KING,King,1997,Kent Police Department,62006,5658,91.2,332,5.4,3,36,147,146,5326,86,67,987,3391,881
KING,King,1998,Kent Police Department,71610,5852,81.7,326,4.6,3,48,133,142,5526,77,70,883,3589,984
KING,King,1999,Kent Police Department,73060,5523,75.6,292,4,1,34,117,140,5231,72,70,805,3328,1028
KING,King,2000,Kent Police Department,73140,5508,75.3,295,4,2,23,133,137,5213,71,57,810,3371,975
KING,King,2001,Kent Police Department,81900,5601,68.4,291,3.6,2,25,125,139,5310,65,58,866,3221,1165
KING,King,2002,Kent Police Department,84275,5920,70.2,280,3.3,4,19,125,132,5640,67,59,910,3282,1389
KING,King,2003,Kent Police Department,84210,5528,65.6,317,3.8,12,34,146,125,5211,62,54,1109,2919,1129
KING,King,2004,Kent Police Department,84560,5190,61.4,302,3.6,4,53,117,128,4888,58,41,1196,2322,1329
KING,King,2005,Kent Police Department,84920,6674,78.6,479,5.6,3,57,165,254,6195,73,42,1187,3492,1474
KING,King,2006,Kent Police Department,85650,6854,80,563,6.6,2,83,224,254,6291,74,39,1223,3466,1563
KING,King,2007,Kent Police Department,86660,5427,62.6,525,6.1,4,64,174,283,4902,57,29,1075,2790,1008
KING,King,2008,Kent Police Department,86980,5210,59.9,538,6.2,2,79,171,286,4672,54,23,1112,2702,835
KING,King,2009,Kent Police Department,88380,4342,49.1,507,5.7,1,82,180,244,3835,43,15,828,2381,611
KING,King,2010,Kent Police Department,88760,4988,56.2,501,5.6,2,67,157,275,4487,51,23,1018,2665,781
KING,King,2011,Kent Police Department,118200,5584,47.2,577,4.9,1,60,210,306,5007,42,18,1223,2977,789
KING,King,2012,Kent Police Department,119100,6026,50.6,543,4.6,2,68,194,279,5483,46,15,1239,3365,864
KING,King,1994,King County Sheriffs Office,507776,18974,37.4,1282,2.5,16,285,392,589,17692,35,265,3836,11697,1894
KING,King,1995,King County Sheriffs Office,497958,19497,39.2,1275,2.6,14,272,340,649,18222,37,236,3687,12094,2205
KING,King,1996,King County Sheriffs Office,432445,16585,38.4,1024,2.4,12,226,281,505,15561,36,212,3322,10050,1977
KING,King,1997,King County Sheriffs Office,409555,15552,38,944,2.3,5,202,274,463,14608,36,192,3216,9508,1692
KING,King,1998,King County Sheriffs Office,388589,13001,33.5,831,2.1,7,189,219,416,12170,31,212,2542,7701,1715
KING,King,1999,King County Sheriffs Office,358312,11274,31.5,773,2.2,14,125,213,421,10501,29,233,2140,6615,1513
KING,King,2000,King County Sheriffs Office,360028,10694,29.7,706,2,5,135,183,383,9988,28,232,2136,5939,1681
KING,King,2001,King County Sheriffs Office,354104,10691,30.2,722,2,14,126,170,412,9969,28,262,2117,5798,1792
KING,King,2002,King County Sheriffs Office,352640,10477,29.7,703,2,14,94,197,398,9774,28,221,2342,5372,1839
KING,King,2003,King County Sheriffs Office,352355,10473,29.7,713,2,15,111,203,384,9760,28,245,2489,5147,1879
KING,King,2004,King County Sheriffs Office,357305,11157,31.2,699,2,13,136,210,340,10458,29,217,2751,5590,1900
KING,King,2005,King County Sheriffs Office,365005,11053,30.3,663,1.8,7,125,156,375,10390,29,214,2666,5374,2136
KING,King,2006,King County Sheriffs Office,367580,9659,26.3,657,1.8,15,101,185,356,9002,25,233,2594,4483,1692
KING,King,2007,King County Sheriffs Office,368775,8743,23.7,685,1.9,16,121,212,336,8058,22,158,2466,4170,1264
KING,King,2008,King County Sheriffs Office,341670,7693,22.5,549,1.6,8,107,181,253,7144,21,104,2407,3729,904
KING,King,2009,King County Sheriffs Office,343705,7143,20.8,572,1.7,6,100,167,299,6571,19,128,2305,3386,752
KING,King,2010,King County Sheriffs Office,343885,6807,19.8,471,1.4,7,92,124,248,6336,18,94,2095,3420,727
KING,King,2011,King County Sheriffs Office,285760,6085,21.3,430,1.5,5,85,127,213,5655,20,82,2200,2749,624
KING,King,2012,King County Sheriffs Office,256220,6018,23.5,404,1.6,6,64,127,207,5614,22,59,2436,2525,594
KING,King,2013,King County Sheriffs Office,253585,5710,22.5,377,1.5,4,66,113,194,5333,21,42,2105,2498,688
KING,King,2014,King County Sheriffs Office,252545,5644,22.3,419,1.7,4,87,121,207,5225,21,58,1971,2410,786
KING,King,2015,King County Sheriffs Office,253775,5064,20,369,1.5,11,72,85,201,4695,19,52,1537,2376,730
KING,King,1994,Kirkland Police Department,41900,1985,47.4,98,2.3,0,12,56,30,1887,45,6,329,1399,153
KING,King,1995,Kirkland Police Department,42350,2213,52.3,103,2.4,1,24,36,42,2110,50,16,245,1666,183
KING,King,1996,Kirkland Police Department,43160,2123,49.2,106,2.5,0,15,30,61,2017,47,13,281,1580,143
KING,King,1997,Kirkland Police Department,43720,1919,43.9,84,1.9,0,19,26,39,1835,42,6,273,1373,183
KING,King,1998,Kirkland Police Department,44220,1687,38.2,54,1.2,0,12,26,16,1633,37,7,246,1192,188
KING,King,1999,Kirkland Police Department,44860,1512,33.7,71,1.6,0,13,25,33,1441,32,7,155,1098,181
KING,King,2000,Kirkland Police Department,45090,1505,33.4,60,1.3,0,13,12,35,1445,32,14,214,997,220
KING,King,2001,Kirkland Police Department,45770,1490,32.6,49,1.1,1,6,22,20,1441,32,7,228,990,216
KING,King,2002,Kirkland Police Department,45790,1634,35.7,64,1.4,2,15,22,25,1570,34,20,236,1102,212
KING,King,2003,Kirkland Police Department,45630,1818,39.8,70,1.5,1,15,41,13,1748,38,20,264,1227,237
KING,King,2004,Kirkland Police Department,45800,1775,38.8,76,1.7,1,19,26,30,1699,37,17,299,1129,254
KING,King,2005,Kirkland Police Department,45740,1839,40.2,74,1.6,0,21,20,33,1765,39,8,297,1215,245
KING,King,2006,Kirkland Police Department,47180,1966,41.7,91,1.9,6,18,33,34,1875,40,29,316,1288,242
KING,King,2007,Kirkland Police Department,47890,1960,40.9,67,1.4,0,13,24,30,1893,40,12,336,1366,179
KING,King,2008,Kirkland Police Department,48410,2041,42.2,97,2,0,11,35,51,1944,40,16,255,1499,174
KING,King,2009,Kirkland Police Department,49010,1708,34.9,59,1.2,0,8,22,29,1649,34,9,256,1286,98
KING,King,2010,Kirkland Police Department,49620,1428,28.8,62,1.2,0,11,23,28,1366,28,5,207,1053,101
KING,King,2011,Kirkland Police Department,49020,1551,31.6,74,1.5,1,20,15,38,1477,30,5,253,1122,97
KING,King,1994,Lake Forest Park Police Department,4065,143,35.2,10,2.5,0,0,5,5,133,33,0,33,85,15
KING,King,1995,Lake Forest Park Police Department,7130,172,24.1,5,0.7,0,2,0,3,167,23,0,41,110,16
KING,King,1996,Lake Forest Park Police Department,12480,45,3.6,0,0,0,0,0,0,45,4,0,11,27,7
KING,King,1997,Lake Forest Park Police Department,12521,372,29.7,10,0.8,0,0,3,7,362,29,0,63,288,11
KING,King,1998,Lake Forest Park Police Department,12800,258,20.2,5,0.4,0,0,3,2,253,20,2,53,194,4
KING,King,1999,Lake Forest Park Police Department,13040,285,21.9,3,0.2,0,2,0,1,282,22,4,44,206,28
KING,King,2000,Lake Forest Park Police Department,13070,188,14.4,5,0.4,0,1,2,2,183,14,5,35,113,30
KING,King,2001,Lake Forest Park Police Department,13160,284,21.6,9,0.7,0,4,2,3,275,21,0,48,195,32
KING,King,2002,Lake Forest Park Police Department,12860,236,18.4,6,0.5,0,1,2,3,230,18,2,42,165,21
KING,King,2003,Lake Forest Park Police Department,12750,292,22.9,9,0.7,0,0,1,8,283,22,0,56,191,36
KING,King,2004,Lake Forest Park Police Department,12770,351,27.5,16,1.3,0,0,4,12,335,26,1,64,228,42
KING,King,2005,Lake Forest Park Police Department,12730,374,29.4,11,0.9,0,2,2,7,363,29,1,84,230,48
KING,King,2006,Lake Forest Park Police Department,12770,339,26.5,8,0.6,0,0,6,2,331,26,1,73,218,39
KING,King,2007,Lake Forest Park Police Department,12770,256,20,3,0.2,0,1,1,1,253,20,0,55,163,35
KING,King,2008,Lake Forest Park Police Department,12810,286,22.3,11,0.9,0,0,4,7,275,22,0,60,194,21
KING,King,2009,Lake Forest Park Police Department,12820,247,19.3,9,0.7,0,2,2,5,238,19,0,78,143,17
KING,King,2010,Lake Forest Park Police Department,12840,240,18.7,5,0.4,0,0,2,3,235,18,1,47,169,18
KING,King,2011,Lake Forest Park Police Department,12610,288,22.8,14,1.1,0,3,5,6,274,22,1,88,168,17
KING,King,1997,Maple Valley Police Department,10556,165,15.6,5,0.5,1,0,1,3,160,15,4,48,92,16
KING,King,1998,Maple Valley Police Department,11964,487,40.7,21,1.8,0,4,3,14,466,39,8,98,310,50
KING,King,1999,Maple Valley Police Department,12540,429,34.2,25,2,0,5,6,14,404,32,10,94,253,47
KING,King,2000,Maple Valley Police Department,12800,395,30.9,19,1.5,0,4,1,14,376,29,4,111,227,34
KING,King,2001,Maple Valley Police Department,14590,438,30,15,1,0,1,0,14,423,29,6,108,234,75
KING,King,2002,Maple Valley Police Department,15040,425,28.3,19,1.3,0,5,4,10,406,27,3,112,221,70
KING,King,2003,Maple Valley Police Department,15730,478,30.4,22,1.4,0,6,2,14,456,29,2,98,271,85
KING,King,2004,Maple Valley Police Department,16280,482,29.6,25,1.5,1,8,4,12,457,28,2,108,261,86
KING,King,2005,Maple Valley Police Department,17870,413,23.1,21,1.2,0,6,4,11,392,22,3,108,209,72
KING,King,2006,Maple Valley Police Department,19140,367,19.2,25,1.3,1,4,2,18,342,18,8,85,200,49
KING,King,2007,Maple Valley Police Department,20020,380,19,11,0.5,1,5,0,5,369,18,4,108,215,42
KING,King,2008,Maple Valley Police Department,20480,386,18.8,20,1,0,4,4,12,366,18,11,99,223,33
KING,King,2009,Maple Valley Police Department,20840,466,22.4,24,1.2,0,2,6,16,442,21,6,129,278,29
KING,King,2010,Maple Valley Police Department,23130,338,14.6,38,1.6,0,19,7,12,300,13,8,96,181,15
KING,King,2011,Maple Valley Police Department,22930,390,17,25,1.1,0,7,7,11,365,16,4,125,213,23
KING,King,2012,Maple Valley Police Department,23340,390,16.7,25,1.1,0,9,8,8,365,16,7,108,219,31
KING,King,2013,Maple Valley Police Department,23910,347,14.5,15,0.6,0,3,6,6,332,14,3,96,189,44
KING,King,2014,Maple Valley Police Department,24230,382,15.8,13,0.5,0,1,0,12,369,15,3,88,255,23
KING,King,2015,Maple Valley Police Department,24700,476,19.3,23,0.9,0,10,2,11,453,18,7,109,314,23
KING,King,1994,Medina Police Department,3519,47,13.4,1,0.3,0,0,0,1,46,13,2,13,29,2
KING,King,1995,Medina Police Department,3550,65,18.3,0,0,0,0,0,0,65,18,0,10,52,3
KING,King,1996,Medina Police Department,3600,43,11.9,1,0.3,0,0,0,1,42,12,0,6,32,4
KING,King,1997,Medina Police Department,3605,58,16.1,5,1.4,0,0,1,4,53,15,0,7,33,13
KING,King,1998,Medina Police Department,3599,57,15.8,3,0.8,0,0,0,3,54,15,0,14,38,2
KING,King,1999,Medina Police Department,3412,52,15.2,1,0.3,0,0,0,1,51,15,0,7,41,3
KING,King,2000,Medina Police Department,3403,70,20.6,1,0.3,0,0,0,1,69,20,0,15,51,3
KING,King,2001,Medina Police Department,3445,60,17.4,2,0.6,0,1,0,1,58,17,0,21,33,4
KING,King,2002,Medina Police Department,3010,93,30.9,4,1.3,0,0,1,3,89,30,0,22,64,3
KING,King,2003,Medina Police Department,3415,102,29.9,4,1.2,0,1,1,2,98,29,2,18,70,8
KING,King,2004,Medina Police Department,3405,99,29.1,0,0,0,0,0,0,99,29,0,16,75,8
KING,King,2005,Medina Police Department,3380,77,22.8,0,0,0,0,0,0,77,23,0,25,48,4
KING,King,2006,Medina Police Department,3425,86,25.1,1,0.3,0,0,0,1,85,25,0,9,71,5
KING,King,2007,Medina Police Department,3430,78,22.7,1,0.3,0,0,1,0,77,22,0,6,62,9
KING,King,2008,Medina Police Department,3430,83,24.2,1,0.3,0,0,0,1,82,24,0,11,61,10
KING,King,2009,Medina Police Department,3435,69,20.1,0,0,0,0,0,0,69,20,0,11,53,5
KING,King,2010,Medina Police Department,3450,42,12.2,0,0,0,0,0,0,42,12,0,7,34,1
KING,King,2011,Medina Police Department,3360,43,12.8,0,0,0,0,0,0,43,13,0,11,31,1
KING,King,1994,Mercer Island Police Department,21270,444,20.9,14,0.7,0,3,1,10,430,20,2,65,346,17
KING,King,1995,Mercer Island Police Department,21290,408,19.2,10,0.5,0,2,4,4,398,19,5,97,269,27
KING,King,1996,Mercer Island Police Department,21490,310,14.4,11,0.5,1,1,1,8,299,14,2,52,235,10
KING,King,1997,Mercer Island Police Department,21550,282,13.1,2,0.1,0,1,0,1,280,13,0,10,264,6
KING,King,1998,Mercer Island Police Department,21690,397,18.3,13,0.6,0,0,2,11,384,18,2,74,286,22
KING,King,1999,Mercer Island Police Department,21570,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KING,King,2000,Mercer Island Police Department,21570,381,17.7,9,0.4,0,3,2,4,372,17,5,49,301,17
KING,King,2001,Mercer Island Police Department,21970,430,19.6,8,0.4,1,4,2,1,422,19,5,58,314,45
KING,King,2002,Mercer Island Police Department,21955,408,18.6,11,0.5,0,1,2,8,397,18,5,68,296,28
KING,King,2003,Mercer Island Police Department,21840,390,17.9,16,0.7,0,2,10,4,374,17,3,62,277,32
KING,King,2004,Mercer Island Police Department,21830,633,29,15,0.7,0,2,4,9,618,28,6,102,447,63
KING,King,2005,Mercer Island Police Department,21710,460,21.2,7,0.3,0,0,2,5,453,21,2,70,343,38
KING,King,2006,Mercer Island Police Department,21860,487,22.3,21,1,0,5,2,14,466,21,14,75,345,32
KING,King,2007,Mercer Island Police Department,22380,406,18.1,6,0.3,0,0,1,5,400,18,8,73,289,30
KING,King,2008,Mercer Island Police Department,22650,436,19.2,13,0.6,0,0,3,10,423,19,4,79,310,30
KING,King,2009,Mercer Island Police Department,22720,429,18.9,11,0.5,0,2,2,7,418,18,7,74,323,14
KING,King,2010,Mercer Island Police Department,22890,341,14.9,14,0.6,0,1,4,9,327,14,3,50,264,10
KING,King,2011,Mercer Island Police Department,22710,426,18.8,11,0.5,0,0,3,8,415,18,8,59,334,14
KING,King,1995,Newcastle Police Department,8052,137,17,8,1,0,0,2,6,129,16,3,28,85,13
KING,King,1996,Newcastle Police Department,8260,109,13.2,3,0.4,0,1,1,1,106,13,0,27,65,14
